N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
6,0.6,14,FIFO,BURSTY,355,56.41971830985916
6,0.6,14,FIFO,CONTINUOUS,372,54.54032258064516
6,0.6,14,LIFO,BURSTY,366,12.969945355191257
6,0.6,14,LIFO,CONTINUOUS,374,10.668449197860962
