N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
5,0.6,8,FIFO,BURSTY,1334,26.99775112443778
5,0.6,8,FIFO,CONTINUOUS,1283,28.526110678098206
5,0.6,8,LIFO,BURSTY,1347,4.602078693392724
5,0.6,8,LIFO,CONTINUOUS,1312,5.0
