N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
5,0.6,10,FIFO,BURSTY,1071,32.710550887021476
5,0.6,10,FIFO,CONTINUOUS,1048,17.980916030534353
5,0.6,10,LIFO,BURSTY,1069,4.736202057998129
5,0.6,10,LIFO,CONTINUOUS,1047,4.401146131805158
