N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
5,0.6,15,FIFO,BURSTY,488,68.44262295081967
5,0.6,15,FIFO,CONTINUOUS,495,39.955555555555556
5,0.6,15,LIFO,BURSTY,477,9.964360587002096
5,0.6,15,LIFO,CONTINUOUS,475,8.40842105263158
