N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
5,0.6,4,FIFO,BURSTY,1324,25.198640483383684
5,0.6,4,FIFO,CONTINUOUS,1326,25.334087481146305
5,0.6,4,LIFO,BURSTY,1333,25.100525131282822
5,0.6,4,LIFO,CONTINUOUS,1315,25.620532319391636
