N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.3,1,FIFO,BURSTY,581,35.05335628227194
9,0.3,1,FIFO,CONTINUOUS,588,36.22278911564626
9,0.3,1,LIFO,BURSTY,604,9.397350993377483
9,0.3,1,LIFO,CONTINUOUS,602,9.930232558139535
