N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.3,12,FIFO,BURSTY,1155,42.32207792207792
9,0.3,12,FIFO,CONTINUOUS,1177,33.77909940526763
9,0.3,12,LIFO,BURSTY,1174,9.077512776831346
9,0.3,12,LIFO,CONTINUOUS,1162,8.240963855421686
