N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.3,17,FIFO,BURSTY,1058,38.17391304347826
9,0.3,17,FIFO,CONTINUOUS,1062,38.31073446327684
9,0.3,17,LIFO,BURSTY,1047,9.211079274116523
9,0.3,17,LIFO,CONTINUOUS,1018,11.976424361493123
