N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
4,0.3,6,FIFO,BURSTY,246,111.16260162601625
4,0.3,6,FIFO,CONTINUOUS,231,113.2987012987013
4,0.3,6,LIFO,BURSTY,236,110.69915254237289
4,0.3,6,LIFO,CONTINUOUS,239,108.99163179916317
