N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.9,11,FIFO,BURSTY,3178,21.158590308370044
9,0.9,11,FIFO,CONTINUOUS,3200,21.105625
9,0.9,11,LIFO,BURSTY,3296,20.302791262135923
9,0.9,11,LIFO,CONTINUOUS,3318,20.21157323688969
