N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
7,0.9,7,FIFO,BURSTY,791,178.2983565107459
7,0.9,7,FIFO,CONTINUOUS,811,185.98890258939582
7,0.9,7,LIFO,BURSTY,778,16.20694087403599
7,0.9,7,LIFO,CONTINUOUS,778,14.822622107969151
