N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
7,0.9,17,FIFO,BURSTY,1375,40.355636363636364
7,0.9,17,FIFO,CONTINUOUS,1419,38.87737843551797
7,0.9,17,LIFO,BURSTY,1438,9.517385257301807
7,0.9,17,LIFO,CONTINUOUS,1384,10.078034682080926
