N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
5,0.3,14,FIFO,BURSTY,435,79.61609195402299
5,0.3,14,FIFO,CONTINUOUS,463,75.94600431965442
5,0.3,14,LIFO,BURSTY,449,76.53897550111358
5,0.3,14,LIFO,CONTINUOUS,441,78.89342403628117
