N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
10,0.9,18,FIFO,BURSTY,3009,27.551345962113658
10,0.9,18,FIFO,CONTINUOUS,3000,27.786
10,0.9,18,LIFO,BURSTY,3034,7.344100197758734
10,0.9,18,LIFO,CONTINUOUS,3054,7.45939751146038
