N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
8,0.9,4,FIFO,BURSTY,1918,33.53232533889468
8,0.9,4,FIFO,CONTINUOUS,1948,33.18480492813142
8,0.9,4,LIFO,BURSTY,1941,8.35445646573931
8,0.9,4,LIFO,CONTINUOUS,1909,7.87323205866946
