N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
8,0.9,8,FIFO,BURSTY,1761,106.6252129471891
8,0.9,8,FIFO,CONTINUOUS,1753,107.99543639475185
8,0.9,8,LIFO,BURSTY,1763,8.306296086216676
8,0.9,8,LIFO,CONTINUOUS,1775,9.03605633802817
