N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
4,0.9,3,FIFO,BURSTY,734,35.60490463215259
4,0.9,3,FIFO,CONTINUOUS,689,38.698113207547166
4,0.9,3,LIFO,BURSTY,733,36.11050477489768
4,0.9,3,LIFO,CONTINUOUS,727,36.530949105914715
