N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
8,0.3,18,FIFO,BURSTY,944,61.20338983050848
8,0.3,18,FIFO,CONTINUOUS,904,66.39269911504425
8,0.3,18,LIFO,BURSTY,933,6.886387995712755
8,0.3,18,LIFO,CONTINUOUS,893,5.949608062709967
