N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
4,0.9,1,FIFO,BURSTY,1269,18.33806146572104
4,0.9,1,FIFO,CONTINUOUS,1275,18.20235294117647
4,0.9,1,LIFO,BURSTY,1317,17.62338648443432
4,0.9,1,LIFO,CONTINUOUS,1302,17.897081413210447
