N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
5,0.6,2,FIFO,BURSTY,1157,48.75540190146932
5,0.6,2,FIFO,CONTINUOUS,1166,48.57632933104631
5,0.6,2,LIFO,BURSTY,1164,2.8350515463917527
5,0.6,2,LIFO,CONTINUOUS,1133,2.763459841129744
