N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.6,16,FIFO,BURSTY,1620,45.858024691358025
9,0.6,16,FIFO,CONTINUOUS,1643,45.70906877662812
9,0.6,16,LIFO,BURSTY,1669,43.17914919113242
9,0.6,16,LIFO,CONTINUOUS,1661,43.475617098133654
