N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
10,0.3,6,FIFO,BURSTY,517,147.09671179883946
10,0.3,6,FIFO,CONTINUOUS,524,156.35114503816794
10,0.3,6,LIFO,BURSTY,507,162.2958579881657
10,0.3,6,LIFO,CONTINUOUS,516,161.39728682170542
