N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
6,0.9,14,FIFO,BURSTY,2020,20.499504950495048
6,0.9,14,FIFO,CONTINUOUS,2028,20.674556213017752
6,0.9,14,LIFO,BURSTY,2071,20.05939159826171
6,0.9,14,LIFO,CONTINUOUS,2044,20.435909980430527
