N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
7,0.6,7,FIFO,BURSTY,2549,21.10710082385249
7,0.6,7,FIFO,CONTINUOUS,2615,20.738432122370938
7,0.6,7,LIFO,BURSTY,2612,5.862557427258806
7,0.6,7,LIFO,CONTINUOUS,2582,5.575135553834237
