N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
10,0.3,2,FIFO,BURSTY,2194,14.028714676390155
10,0.3,2,FIFO,CONTINUOUS,2235,14.576733780760627
10,0.3,2,LIFO,BURSTY,2214,4.2289972899729
10,0.3,2,LIFO,CONTINUOUS,2226,5.0934411500449235
