N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
7,0.6,10,FIFO,BURSTY,1619,32.583693638048175
7,0.6,10,FIFO,CONTINUOUS,1617,32.714285714285715
7,0.6,10,LIFO,BURSTY,1689,31.221432800473654
7,0.6,10,LIFO,CONTINUOUS,1683,31.484848484848484
