N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
7,0.6,17,FIFO,BURSTY,1377,38.91140159767611
7,0.6,17,FIFO,CONTINUOUS,1416,37.938559322033896
7,0.6,17,LIFO,BURSTY,1405,37.276868327402134
7,0.6,17,LIFO,CONTINUOUS,1378,38.33671988388969
