N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
6,0.9,8,FIFO,BURSTY,1344,34.56919642857143
6,0.9,8,FIFO,CONTINUOUS,1415,32.6077738515901
6,0.9,8,LIFO,BURSTY,1372,8.647230320699709
6,0.9,8,LIFO,CONTINUOUS,1367,8.05852231163131
