N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
6,0.9,4,FIFO,BURSTY,1452,31.798898071625345
6,0.9,4,FIFO,CONTINUOUS,1457,31.82704186684969
6,0.9,4,LIFO,BURSTY,1451,7.749827705031013
6,0.9,4,LIFO,CONTINUOUS,1427,7.87666433076384
