N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.9,0,FIFO,BURSTY,2649,27.59682899207248
9,0.9,0,FIFO,CONTINUOUS,2639,28.011746873815838
9,0.9,0,LIFO,BURSTY,2706,7.490022172949002
9,0.9,0,LIFO,CONTINUOUS,2655,7.204896421845574
