N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
4,0.3,17,FIFO,BURSTY,245,73.08979591836734
4,0.3,17,FIFO,CONTINUOUS,247,77.96356275303644
4,0.3,17,LIFO,BURSTY,240,11.433333333333334
4,0.3,17,LIFO,CONTINUOUS,242,13.400826446280991
