N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
4,0.3,14,FIFO,BURSTY,260,33.488461538461536
4,0.3,14,FIFO,CONTINUOUS,258,37.72093023255814
4,0.3,14,LIFO,BURSTY,264,6.757575757575758
4,0.3,14,LIFO,CONTINUOUS,259,4.7915057915057915
