N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
5,0.3,18,FIFO,BURSTY,925,39.71243243243243
5,0.3,18,FIFO,CONTINUOUS,943,39.30646871686108
5,0.3,18,LIFO,BURSTY,919,9.745375408052231
5,0.3,18,LIFO,CONTINUOUS,919,9.798694232861806
