N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.3,19,FIFO,BURSTY,1049,63.622497616777885
9,0.3,19,FIFO,CONTINUOUS,1045,66.2
9,0.3,19,LIFO,BURSTY,1055,66.59052132701422
9,0.3,19,LIFO,CONTINUOUS,1076,66.7100371747212
