N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
8,0.3,5,FIFO,BURSTY,703,43.254623044096725
8,0.3,5,FIFO,CONTINUOUS,686,45.36443148688047
8,0.3,5,LIFO,BURSTY,678,12.28613569321534
8,0.3,5,LIFO,CONTINUOUS,709,11.07052186177715
