N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
9,0.6,8,FIFO,BURSTY,1846,107.50758396533044
9,0.6,8,FIFO,CONTINUOUS,1839,111.24741707449701
9,0.6,8,LIFO,BURSTY,1853,9.699946033459256
9,0.6,8,LIFO,CONTINUOUS,1852,9.41414686825054
