N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
7,0.9,16,FIFO,BURSTY,1008,55.24107142857143
7,0.9,16,FIFO,CONTINUOUS,973,58.098663926002054
7,0.9,16,LIFO,BURSTY,1002,54.42914171656687
7,0.9,16,LIFO,CONTINUOUS,1001,54.973026973026975
