N,Density,Iteration,Queue_Type,Test_Type,Packets_Received,Average_Latency
7,0.9,15,FIFO,BURSTY,1206,45.02902155887231
7,0.9,15,FIFO,CONTINUOUS,1226,44.45269168026101
7,0.9,15,LIFO,BURSTY,1215,44.29876543209877
7,0.9,15,LIFO,CONTINUOUS,1217,44.686113393590794
